sdv_primary_key,media_type,has_media,text_len,timestamp_hour,timestamp_minute,asks_for_reply,deadline,has_direct_mention,is_greeting,opt_out,otp,payment,promotional,suspicious_link,is_forwarded,has_url,n_mentions,chat_type,is_group,recent_messages_count,group_muted_by_user,membership_role,membership_messages_read_30d,membership_messages_sent_30d,membership_replies_sent_30d,membership_notifications_dismissed_30d,group_member_count,group_admin_count,group_messages_30d,group_type,sender_is_business,sender_is_verified,sender_type,sender_messages_opened_30d,sender_messages_replied_30d,sender_messages_reported_30d,sender_notifications_dismissed_30d,user_messages_opened_30d,user_messages_replied_30d,user_messages_reported_30d,user_notifications_dismissed_30d,has_quiet_hours,is_in_quiet_hours,is_business,business_is_verified,business_account_age_days,business_domain_age_days,business_messages_sent_30d,business_user_reports_30d,business_category,domain_matches_official,purchase_history_count,rel_activity_count_180d,rel_messages_opened_30d,rel_messages_dismissed_30d,rel_messages_replied_30d,rel_allows_promotions,rel_opted_out,subscription,hist_message_opened,hist_message_replied,hist_message_reported,hist_muted_after_message,hist_notification_dismissed,similar_messages_count,priority,confidence,action,message_type,message_id
10,image,True,180,18,2,False,False,False,False,False,False,False,True,False,False,False,0,group,True,4,False,member,15,12,7,2,72,2,276,college_faculty,False,False,group,97,28,0,26,86,25,2,37,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,10,6,4,4,4,5,-6.0,0.75,digest,promotion,msg_060
11,none,False,198,14,26,False,False,False,False,False,False,False,False,False,False,False,0,business,False,4,False,none,0,0,0,0,0,0,0,none,True,True,business,0,0,0,0,59,14,1,24,True,False,True,True,1048,816,1372,6,healthcare,True,2,2,6,1,1,0,False,upcoming_clinic_appointment,6,6,0,8,8,5,3.0,0.85,notify,event,msg_004
12,image,True,165,20,2,False,False,False,False,False,False,False,True,False,True,False,0,group,True,6,True,member,4,2,0,9,241,1,963,marketplace,False,False,group,54,9,1,41,21,3,3,77,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,0,0,1,10,10,5,-9.0,0.85,mute,promotion,msg_030
13,none,False,196,19,33,True,False,False,False,False,False,False,False,False,False,False,0,group,True,2,False,member,4,4,0,1,156,3,621,society,False,False,group,47,6,4,36,44,7,0,59,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,19,16,0,1,1,5,0.0,0.75,digest,personal,msg_045
14,none,False,139,8,56,False,False,False,False,False,False,False,False,False,False,False,0,group,True,2,True,member,4,2,1,9,83,1,311,sports,False,False,group,96,27,3,19,94,29,1,49,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,7,1,3,3,3,5,-4.0,0.75,digest,personal,msg_009
15,none,False,123,8,7,True,False,False,False,False,False,False,False,False,False,False,0,group,True,2,False,member,2,0,0,0,24,1,126,extended_family,False,False,group,69,16,2,58,58,13,4,17,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,9,0,0,2,2,1,0.0,0.75,digest,personal,msg_071
16,none,False,111,6,38,False,False,False,False,False,False,False,False,True,True,True,0,group,True,7,False,member,11,11,3,3,241,1,963,marketplace,False,False,group,68,15,0,51,73,20,0,34,True,True,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,7,2,9,10,10,5,-50.0,0.99,mute,scam,msg_016
17,image,True,183,12,33,True,True,False,False,True,False,False,True,False,False,False,0,business,False,3,False,none,0,0,0,0,0,0,0,none,True,True,business,0,0,0,0,94,29,1,49,True,False,True,True,3379,2643,4081,6,retail,True,7,7,8,0,1,1,False,active_retail_membership,7,1,3,3,3,5,2.0,0.75,digest,promotion,msg_065
18,none,False,136,21,51,False,True,False,False,False,False,False,False,False,True,False,0,group,True,2,False,member,5,5,1,0,61,1,197,dance_class,False,False,group,75,18,2,56,91,26,0,28,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,5,1,0,4,4,5,2.0,0.85,notify,event,msg_038
19,voice,True,0,7,38,False,False,False,False,False,False,False,False,False,False,False,0,business,False,1,False,none,0,0,0,0,0,0,0,none,True,True,business,0,0,0,0,66,17,3,29,True,False,True,True,4304,3368,5156,4,travel,False,4,4,5,1,1,1,False,confirmed_travel_booking,13,9,2,2,2,0,-1.0,0.75,digest,personal,msg_086
20,none,False,181,19,26,True,True,False,False,True,False,False,True,False,False,False,0,business,False,5,False,none,0,0,0,0,0,0,0,none,True,True,business,0,0,0,0,44,6,2,68,True,False,True,True,4378,3426,5242,6,food_delivery,True,3,3,0,9,0,0,True,food_promotions_opted_out,3,1,0,19,19,5,6.0,0.9,mute,promotion,msg_014
21,image,True,165,18,56,False,False,False,False,False,False,False,True,False,True,False,0,group,True,10,False,member,1,0,0,3,241,1,963,marketplace,False,False,group,54,9,1,41,70,17,4,13,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,11,6,1,3,3,5,-9.0,0.75,digest,promotion,msg_029
22,none,False,158,15,33,False,False,False,False,False,False,False,False,False,True,False,0,personal,False,5,False,none,0,0,0,0,0,0,0,none,False,False,personal,75,18,2,56,72,19,3,27,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,10,8,0,2,2,5,-3.0,0.85,mute,forward,msg_105
23,none,False,144,10,13,True,False,True,False,False,False,True,False,False,False,False,1,group,True,7,False,member,8,8,2,1,28,3,512,coworker,False,False,group,40,31,2,31,44,7,0,59,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,19,16,0,1,1,5,10.0,0.88,notify,payment,msg_002
24,none,False,144,10,2,False,False,False,False,False,False,False,False,False,False,False,0,business,False,4,False,none,0,0,0,0,0,0,0,none,True,True,business,0,0,0,0,52,11,4,19,True,False,True,True,4452,3484,5328,8,cinema,True,5,5,6,0,0,0,False,recent_movie_feedback,8,1,3,3,3,5,-1.0,0.75,digest,business_update,msg_010
25,none,False,127,7,51,False,True,False,False,False,False,False,False,False,True,False,0,group,True,2,True,member,1,1,0,9,241,1,963,marketplace,False,False,group,61,12,3,46,17,2,4,81,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,1,0,8,14,14,5,-2.0,0.85,notify,event,msg_078
26,none,False,139,16,19,False,False,False,False,False,False,True,True,False,False,False,0,group,True,2,False,member,11,11,2,3,72,2,276,college_faculty,False,False,group,54,9,1,41,91,26,0,28,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,5,1,0,4,4,1,2.0,0.88,notify,payment,msg_013
27,none,False,82,10,51,False,True,False,False,False,False,False,False,False,True,False,0,group,True,3,False,member,12,12,3,1,241,1,963,marketplace,False,False,group,68,15,0,51,52,11,4,19,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,8,1,3,3,3,5,-2.0,0.85,notify,event,msg_018
28,none,False,139,17,26,False,False,False,False,False,True,False,False,False,True,False,0,group,True,3,False,admin,12,12,3,2,241,1,963,marketplace,False,False,group,61,12,3,46,66,17,3,29,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,13,9,2,2,2,5,-5.0,0.85,mute,forward,msg_044
29,none,False,174,7,13,False,False,False,False,False,False,False,False,False,False,False,0,group,True,3,False,admin,14,14,7,0,142,2,534,college_students,False,False,group,96,27,3,19,86,25,2,37,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,10,6,4,4,4,5,-2.0,0.75,digest,personal,msg_032
30,none,False,145,17,38,False,True,False,False,False,False,False,False,False,False,False,0,personal,False,3,False,none,0,0,0,0,0,0,0,none,False,False,personal,96,27,3,19,43,6,3,52,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,8,7,0,0,0,5,5.0,0.85,notify,event,msg_106
31,none,False,178,18,38,False,False,False,False,False,False,False,False,False,False,False,0,group,True,20,False,admin,15,15,7,2,184,4,742,society,False,False,group,83,22,1,16,92,28,1,18,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,23,23,4,8,8,5,-2.0,0.75,digest,personal,msg_006
32,none,False,167,6,56,False,True,False,False,False,False,True,False,False,False,False,0,group,True,7,False,member,15,12,7,0,118,2,487,society,False,False,group,89,24,1,14,92,28,1,18,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,23,23,4,8,8,5,5.0,0.88,notify,payment,msg_109
33,none,False,169,21,51,True,True,False,False,False,False,False,False,False,False,True,0,business,False,3,False,none,0,0,0,0,0,0,0,none,True,False,business,0,0,0,0,65,16,1,22,True,False,True,False,24,10,1144,55,bank,False,0,0,0,0,0,none,False,none,4,2,4,4,4,5,5.0,0.9,notify,urgent,msg_108
34,none,False,213,13,56,True,False,False,False,True,False,False,False,False,False,False,0,business,False,3,False,none,0,0,0,0,0,0,0,none,True,False,business,0,0,0,0,65,16,1,22,True,False,True,False,24,10,1144,55,bank,False,0,0,0,0,0,none,False,none,4,2,4,4,4,5,-4.0,0.75,digest,personal,msg_019
35,voice,True,0,11,51,False,False,False,False,False,False,False,False,False,False,False,0,group,True,6,True,member,4,2,0,9,241,1,963,marketplace,False,False,group,54,9,1,41,21,3,3,77,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,0,0,1,10,10,0,-4.0,0.75,digest,personal,msg_088
36,none,False,164,9,38,True,True,True,False,False,False,False,False,False,False,False,1,group,True,13,True,admin,2,2,0,4,14,2,92,family,False,False,group,69,16,2,58,45,8,2,14,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,19,14,2,13,13,5,13.0,0.9,notify,urgent,msg_056
37,image,True,223,13,44,True,False,False,False,True,False,False,True,False,False,False,0,business,False,5,False,none,0,0,0,0,0,0,0,none,True,True,business,0,0,0,0,58,13,4,17,True,False,True,True,4304,3368,5156,4,travel,False,5,5,6,1,1,1,False,travel_package_interest,9,0,0,2,2,5,1.0,0.75,digest,promotion,msg_027
38,none,False,198,13,2,False,False,False,False,False,False,False,False,False,False,False,0,business,False,3,False,none,0,0,0,0,0,0,0,none,True,False,business,0,0,0,0,72,19,3,27,True,False,True,False,420,390,74,0,healthcare,False,5,5,6,1,2,0,False,prescription_refill,10,8,0,2,2,5,1.0,0.75,digest,event,msg_050
39,voice,True,0,17,19,False,False,False,False,False,False,False,False,False,False,False,0,group,True,1,False,member,11,7,1,1,28,3,512,coworker,False,False,group,40,31,2,31,83,22,1,59,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,4,2,0,0,0,0,0.0,0.75,digest,personal,msg_083
40,none,False,157,8,19,False,True,False,False,False,False,True,False,False,False,False,0,group,True,2,False,member,3,2,0,2,193,1,804,local_food,False,False,group,61,12,3,46,80,23,2,39,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,12,11,3,5,5,5,5.0,0.88,notify,payment,msg_063
41,none,False,127,9,19,False,True,False,False,False,False,False,False,False,False,False,0,group,True,2,False,member,11,11,2,5,18,1,88,family,False,False,group,69,16,2,58,72,19,3,27,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,10,8,0,2,2,4,5.0,0.7,digest,greeting,msg_033
42,none,False,84,15,2,False,True,False,False,False,False,False,False,False,True,False,0,group,True,10,False,member,1,0,0,3,241,1,963,marketplace,False,False,group,61,12,3,46,70,17,4,13,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,11,6,1,3,3,4,-2.0,0.85,notify,event,msg_020
43,none,False,89,8,44,False,False,False,False,False,False,True,False,False,False,False,0,group,True,2,True,member,1,1,0,9,241,1,963,marketplace,False,False,group,61,12,3,46,29,4,2,71,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,2,2,2,3,3,4,0.0,0.88,notify,payment,msg_017
44,none,False,142,14,51,False,False,False,False,False,False,False,False,False,True,False,0,group,True,13,True,admin,2,2,0,4,14,2,92,family,False,False,group,75,18,2,56,45,8,2,14,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,19,14,2,13,13,5,-5.0,0.85,mute,forward,msg_058
45,none,False,230,11,38,True,False,False,False,True,False,False,False,False,False,True,0,business,False,3,False,none,0,0,0,0,0,0,0,none,True,False,business,0,0,0,0,94,29,1,49,True,False,True,False,23,2,702,47,ecommerce_delivery,False,0,0,0,0,0,none,False,none,7,1,3,3,3,5,-4.0,0.75,digest,business_update,msg_026
46,none,False,148,6,44,False,False,False,False,False,False,False,False,False,False,False,0,group,True,7,False,member,15,12,7,0,118,2,487,society,False,False,group,83,22,1,16,92,28,1,18,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,23,23,4,8,8,5,-4.0,0.75,digest,personal,msg_047
47,none,False,143,21,38,False,False,False,False,False,True,False,False,False,False,False,0,group,True,2,False,member,9,9,3,4,24,1,126,extended_family,False,False,group,69,16,2,58,73,20,0,34,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,7,2,9,10,10,5,-4.0,0.75,digest,personal,msg_046
48,none,False,152,13,13,False,False,False,False,False,False,False,False,False,False,False,0,group,True,2,False,member,9,9,2,2,118,2,487,society,False,False,group,83,22,1,16,45,8,2,14,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,19,14,2,13,13,5,-4.0,0.75,digest,personal,msg_042
49,none,False,116,9,56,False,False,False,False,False,True,False,False,False,False,False,0,group,True,13,False,member,8,8,1,2,241,1,963,marketplace,False,False,group,68,15,0,51,118,41,0,12,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,19,2,0,3,3,5,0.0,0.75,digest,personal,msg_079
50,none,False,157,17,51,False,False,False,False,False,False,False,False,False,False,False,0,personal,False,6,False,none,0,0,0,0,0,0,0,none,False,False,personal,69,16,2,58,45,8,2,14,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,19,14,2,13,13,5,-4.0,0.85,notify,event,msg_098
51,none,False,119,18,44,False,False,False,False,False,False,False,False,False,False,False,0,group,True,20,False,admin,15,15,7,2,184,4,742,society,False,False,group,83,22,1,16,92,28,1,18,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,23,23,4,8,8,2,-2.0,0.75,digest,personal,msg_037
52,none,False,174,21,44,True,False,False,False,False,False,False,False,False,False,False,0,group,True,2,False,member,10,10,3,3,156,3,621,society,False,False,group,83,22,1,16,65,16,1,22,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,4,2,4,4,4,5,-4.0,0.75,digest,personal,msg_007
53,voice,True,0,22,33,False,False,False,False,False,False,False,False,False,False,False,0,business,False,1,False,none,0,0,0,0,0,0,0,none,True,False,business,0,0,0,0,118,41,0,12,True,True,True,False,20,17,651,38,bank,False,0,0,0,0,0,none,False,none,19,2,0,3,3,0,0.0,0.75,digest,personal,msg_085
54,none,False,211,8,7,False,False,False,False,False,False,False,False,False,False,False,0,group,True,3,False,member,2,2,0,2,184,4,742,society,False,False,group,83,22,1,16,45,8,2,14,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,19,14,2,13,13,5,-4.0,0.75,digest,personal,msg_001
55,none,False,157,18,7,False,True,False,False,False,False,True,False,False,False,False,0,group,True,20,False,admin,15,15,7,2,184,4,742,society,False,False,group,83,22,1,16,92,28,1,18,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,23,23,4,8,8,5,7.0,0.88,notify,payment,msg_021
56,image,True,199,16,51,True,False,False,False,True,False,False,True,False,False,False,0,business,False,3,False,none,0,0,0,0,0,0,0,none,True,True,business,0,0,0,0,44,6,2,68,True,False,True,True,4304,3368,5156,4,travel,False,4,4,1,8,0,0,True,travel_promotions_opted_out,3,1,0,19,19,5,1.0,0.9,mute,promotion,msg_028
57,none,False,130,14,13,False,False,False,False,False,False,False,False,False,True,False,0,group,True,3,False,member,15,15,4,2,61,1,197,dance_class,False,False,group,75,18,2,56,59,14,1,24,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,6,6,0,8,8,5,-3.0,0.85,mute,forward,msg_012
58,none,False,158,10,19,True,True,False,False,False,False,False,False,False,False,False,0,personal,False,2,False,none,0,0,0,0,0,0,0,none,False,False,personal,54,9,1,41,70,17,4,13,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,11,6,1,3,3,5,5.0,0.9,notify,urgent,msg_103
59,image,True,193,22,7,False,False,False,False,False,False,False,False,False,False,False,0,group,True,3,False,admin,13,13,4,0,28,3,512,coworker,False,False,group,40,31,2,31,66,17,3,29,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,13,9,2,2,2,5,-2.0,0.75,digest,personal,msg_031
60,none,False,137,12,44,True,False,True,False,False,False,False,False,False,False,False,1,group,True,7,False,member,8,8,2,1,28,3,512,coworker,False,False,group,40,31,2,31,44,7,0,59,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,19,16,0,1,1,5,6.0,0.9,notify,personal,msg_057
61,voice,True,0,9,44,False,False,False,False,False,False,False,False,False,False,False,0,group,True,4,True,member,0,0,0,9,91,2,462,real_estate,False,False,group,82,21,4,9,17,2,4,81,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,1,0,8,14,14,0,-4.0,0.75,digest,personal,msg_087
62,none,False,163,16,44,False,False,False,False,False,False,True,False,False,False,False,0,group,True,20,False,admin,15,15,7,2,184,4,742,society,False,False,group,83,22,1,16,92,28,1,18,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,23,23,4,8,8,5,2.0,0.88,notify,payment,msg_067
63,none,False,153,6,56,False,False,True,False,False,False,True,False,False,False,False,1,group,True,10,False,admin,30,19,12,0,96,3,418,school_group,False,False,group,97,28,0,26,80,23,2,39,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,12,11,3,5,5,5,8.0,0.88,notify,payment,msg_039
64,voice,True,0,15,13,False,False,False,False,False,False,False,False,False,False,False,0,group,True,2,False,member,12,12,1,0,28,3,512,coworker,False,False,group,40,31,2,31,42,5,1,45,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,6,5,4,4,4,0,-4.0,0.75,digest,personal,msg_082
65,image,True,201,14,38,True,False,False,False,True,False,False,True,False,True,False,0,business,False,2,False,none,0,0,0,0,0,0,0,none,True,True,business,0,0,0,0,44,6,2,68,True,False,True,True,3379,2643,4081,6,retail,True,5,5,1,8,0,0,True,old_retail_coupon_list,3,1,0,19,19,5,-2.0,0.9,mute,promotion,msg_066
66,none,False,82,21,33,False,False,False,False,False,True,False,False,False,False,False,0,group,True,13,False,member,8,8,1,2,241,1,963,marketplace,False,False,group,61,12,3,46,118,41,0,12,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,19,2,0,3,3,5,0.0,0.75,digest,personal,msg_015
67,none,False,201,15,7,True,False,False,False,True,False,False,True,False,True,False,0,business,False,5,False,none,0,0,0,0,0,0,0,none,True,True,business,0,0,0,0,44,6,2,68,True,False,True,True,1011,787,1329,5,ecommerce,True,6,6,1,9,0,0,True,old_sale_subscription,3,1,0,19,19,5,-2.0,0.9,mute,promotion,msg_051
68,none,False,115,14,44,False,True,False,False,False,False,False,False,False,False,False,0,personal,False,6,False,none,0,0,0,0,0,0,0,none,False,False,personal,69,16,2,58,45,8,2,14,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,19,14,2,13,13,5,1.0,0.75,digest,personal,msg_097
69,image,True,168,19,19,False,False,False,False,False,False,False,False,False,True,False,0,group,True,4,False,admin,13,13,6,1,68,2,389,investment_tips,False,False,group,96,27,3,19,73,20,0,34,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,7,2,9,10,10,5,-5.0,0.85,mute,forward,msg_053
70,none,False,130,16,56,False,False,False,False,False,False,False,False,False,False,False,0,group,True,13,False,member,8,8,1,2,241,1,963,marketplace,False,False,group,68,15,0,51,118,41,0,12,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,19,2,0,3,3,5,0.0,0.75,digest,personal,msg_059
71,none,False,201,7,26,True,False,False,False,True,False,False,True,False,True,False,0,business,False,5,False,none,0,0,0,0,0,0,0,none,True,True,business,0,0,0,0,44,6,2,68,True,False,True,True,1011,787,1329,5,ecommerce,True,6,6,1,9,0,0,True,old_sale_subscription,3,1,0,19,19,5,-2.0,0.9,mute,promotion,msg_024
72,none,False,169,10,13,False,False,False,False,False,True,False,False,True,True,True,0,group,True,13,False,member,8,8,1,2,241,1,963,marketplace,False,False,group,61,12,3,46,118,41,0,12,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,19,2,0,3,3,5,-50.0,0.99,mute,scam,msg_072
73,none,False,194,16,38,False,False,False,False,False,False,False,False,False,True,False,0,business,False,3,False,none,0,0,0,0,0,0,0,none,True,False,business,0,0,0,0,79,22,0,32,True,False,True,False,34,9,1739,20,payments,False,0,0,0,0,0,none,False,none,5,1,3,3,3,5,-7.0,0.85,mute,forward,msg_036
74,none,False,116,6,33,False,True,False,False,False,False,False,False,False,False,False,0,group,True,2,False,member,11,11,5,6,24,1,126,extended_family,False,False,group,69,16,2,58,41,32,4,38,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,8,5,0,0,0,5,5.0,0.85,notify,event,msg_055
75,none,False,153,8,13,False,False,False,False,False,False,False,False,False,False,False,0,personal,False,5,False,none,0,0,0,0,0,0,0,none,False,False,personal,40,31,2,31,44,7,0,59,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,19,16,0,1,1,5,0.0,0.75,digest,personal,msg_102
76,none,False,123,11,2,False,False,False,False,False,False,False,False,False,False,False,0,group,True,20,False,admin,15,15,7,2,184,4,742,society,False,False,group,83,22,1,16,92,28,1,18,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,23,23,4,8,8,5,-2.0,0.75,digest,personal,msg_080
77,none,False,187,22,19,False,False,False,False,False,True,True,False,False,False,False,0,business,False,0,False,none,0,0,0,0,0,0,0,none,True,True,business,0,0,0,0,41,32,4,38,True,True,True,True,3490,2730,4210,9,logistics,True,0,0,0,0,0,none,False,none,8,5,0,0,0,5,-50.0,0.99,mute,scam,msg_093
78,none,False,128,6,7,True,False,False,False,False,False,False,False,False,False,False,0,personal,False,5,False,none,0,0,0,0,0,0,0,none,False,False,personal,96,27,3,19,44,7,0,59,True,True,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,19,16,0,1,1,5,0.0,0.75,digest,personal,msg_101
79,none,False,168,8,2,True,True,False,False,False,True,False,False,False,True,False,0,personal,False,3,False,none,0,0,0,0,0,0,0,none,False,False,personal,61,12,3,46,42,5,1,45,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,6,5,4,4,4,5,-50.0,0.99,mute,scam,msg_110
80,none,False,156,10,33,True,False,False,False,False,False,True,False,False,False,True,0,personal,False,0,False,none,0,0,0,0,0,0,0,none,False,False,personal,68,15,0,51,73,20,0,34,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,7,2,9,10,10,5,0.0,0.99,mute,payment,msg_095
81,none,False,161,12,19,False,False,False,False,False,False,False,False,False,True,False,0,group,True,7,False,member,11,11,3,3,241,1,963,marketplace,False,False,group,68,15,0,51,73,20,0,34,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,7,2,9,10,10,5,-7.0,0.85,mute,forward,msg_073
